"Microsoft Status","CA Owner","CA Common Name or Certificate Name","Subject","SHA-1 Fingerprint","SHA-256 Fingerprint","Microsoft EKUs","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm"
"Disabled","China Internet Network Information Center (CNNIC)","CNNIC ROOT","CN=CNNIC ROOT; O=CNNIC; C=CN","8BAF4C9B1DF02A92F7DA128EB91BACF498604B6F","E28393773DA845A679F2080CC7FB44A3B7A1C3792CB7EB7729FDCB6A8D99AEA7","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2007 Apr 16","2027 Apr 16","RSA 2048 bits","SHA1WithRSA"
"Included","Chunghwa Telecom","ePKI Root Certification Authority","OU=ePKI Root Certification Authority; O=Chunghwa Telecom Co., Ltd.; C=TW","67650DF17E8E7E5B8240A4F4564BCFE23D69C6F0","C0A6F4DC63A24BFDCF54EF2A6A082A0A72DE35803E2FF5FF527AE5D87206DFD5","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2004 Dec 20","2034 Dec 20","RSA 4096 bits","SHA1WithRSA"
"Included","Chunghwa Telecom","ePKI Root Certification Authority - G2","CN=ePKI Root Certification Authority - G2; O=Chunghwa Telecom Co., Ltd.; C=TW","D99B104298594763F0B9A927B79269CB47DD158B","1E51942B84FD467BF77D1C89DA241C04254DC8F3EF4C22451FE7A89978BDCD4F","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2015 Nov 17","2037 Dec 31","RSA 4096 bits","SHA256WithRSA"
"Included","Chunghwa Telecom","ePKI Root Certification Authority - G4","CN=ePKI Root Certification Authority - G4; O=Chunghwa Telecom Co., Ltd.; C=TW","85A6693ED12C4AAD8DB69C8860B580134EBF2C77","19A2FA09332C6D8EAC1393D5F30371DD8B4DD687B0E1E50A6B48AE762CABA2B5","Document Signing;Secure Email;Time Stamping","2022 Nov 03","2047 Nov 03","RSA 4096 bits","SHA256WithRSA"
"Included","Chunghwa Telecom","HiPKI Root CA - G1","CN=HiPKI Root CA - G1; O=Chunghwa Telecom Co., Ltd.; C=TW","6A92E4A8EE1BEC964537E3295749CD96E3E5D260","F015CE3CC239BFEF064BE9F1D2C417E1A0264A0A94BE1F0C8D121864EB6949CC","Server Authentication;Client Authentication","2019 Feb 22","2037 Dec 31","RSA 4096 bits","SHA256WithRSA"
"NotBefore","Cisco","Cisco Root CA 2048","CN=Cisco Root CA 2048; O=Cisco Systems","DE990CED99E0431F60EDC3937E7CD5BF0ED9E5FA","8327BC8C9D69947B3DE3C27511537267F59C21B9FA7B613FAFBCCD53B7024000","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping;IP Security End System","2004 May 14","2029 May 14","RSA 2048 bits","SHA1WithRSA"
"NotBefore","Cisco","Cisco RXC-R2","CN=Cisco RXC-R2; O=Cisco Systems; C=US","2C8AFFCE966430BA04C04F81DD4B49C71B5B81A0","229CCC196D32C98421CC119E78486EEBEF603AECD525C6B88B47ABB740692B96","Server Authentication;Client Authentication","2014 Jul 09","2034 Jul 09","RSA 2048 bits","SHA256WithRSA"
"NotBefore","Collegio de Registradores Mercantile (Spanish Property & Commerce Registry)","Registradores de España - CA Raíz","CN=Registradores de España - CA Raíz; OU=Certificado Propio; O=Colegio de Registradores de la Propiedad y Mercantiles de España; C=ES","211165CA379FBB5ED801E31C430A62AAC109BCB4","7D2BF3489EBC9AD3448B8B0827715A3CBFE3D523E3B56A9B5FC1D2A2DA2F20FE","Server Authentication;Client Authentication;Secure Email","2007 Jan 09","2031 Jan 09","RSA 4096 bits","SHA1WithRSA"
"Disabled","ComSign","ComSign Advanced Security CA","CN=ComSign Advanced Security CA","80BF3DE9A41D768D194B293C85632CDBC8EA8CF7","3CCC3CCFE45496D07B620DBF1328E8A1490018F48633C8A28A995CA60408B0BE","Server Authentication;Client Authentication;Code Signing;Secure Email","2004 Mar 24","2029 Mar 24","RSA 4096 bits","SHA1WithRSA"
"Disabled","ComSign","ComSign CA","CN=ComSign CA; O=ComSign; C=IL","E1A45B141A21DA1A79F41A42A961D669CD0634C1","AE4457B40D9EDA96677B0D3C92D57B5177ABD7AC1037958356D1E094518BE5F2","Server Authentication;Client Authentication;Code Signing;Secure Email","2004 Mar 24","2029 Mar 19","RSA 2048 bits","SHA1WithRSA"
"Included","ComSign","ComSign Global Root CA","CN=ComSign Global Root CA; O=ComSign Ltd.; C=IL","AE3B31BF8FD891079CF1DF34CBCE6E70D37FB5B0","2605875AFCC176B2D66DD66A995D7F8D5EBB86CE120D0E7E9E7C6EF294A27D4C","Server Authentication;Client Authentication;OCSP Signing;Secure Email;Time Stamping","2011 Jul 18","2036 Jul 16","RSA 4096 bits","SHA256WithRSA"
"Disabled","ComSign","ComSign Secured CA","CN=ComSign Secured CA; O=ComSign; C=IL","F9CD0E2CDA7624C18FBDF0F0ABB645B8F7FED57A","507941C74460A0B47086220D4E9932572AB5D1B5BBCB8980AB1CB17651A844D2","Server Authentication;Client Authentication;Code Signing;Secure Email","2004 Mar 24","2029 Mar 16","RSA 2048 bits","SHA1WithRSA"
"Included","Consejo General de la Abogacía Española","ACA ROOT","CN=ACA ROOT; O=CONSEJO GENERAL DE LA ABOGACIA; C=ES; SerialNumber=Q2863006I","D496592B305707386CC5F3CDB259AE66D7661FCA","97F654859CBDE586FD90311E82EC7902C238CBA0D6E529564C9C88F44895EC50","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2016 May 27","2041 May 27","RSA 4096 bits","SHA256WithRSA"
"Disabled","Consejo General de la Abogacía Española","Autoridad de Certificacion de la Abogacia","CN=Autoridad de Certificacion de la Abogacia; O=Consejo General de la Abogacia NIF:Q-2863006I; C=ES","7F8A77836BDC6D068F8B0737FCC5725413068CA4","5607E260163F49C8EA4175A1C0A53B13195CB7D07845611E943A2FF507036834","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2005 Jun 13","2030 Jun 13","RSA 2048 bits","SHA1WithRSA"
"Included","Consorci Administració Oberta de Catalunya (Consorci AOC, CATCert)","EC-ACC","CN=EC-ACC; OU=Serveis Publics de Certificacio, Vegeu https://www.catcert.net/verarrel (c)03, Jerarquia Entitats de Certificacio Catalanes; O=Agencia Catalana de Certificacio (NIF Q-0801176-I); C=ES","28903A635B5280FAE6774C0B6DA7D6BAA64AF2E8","88497F01602F3154246AE28C4D5AEF10F1D87EBB76626F4AE0B7F95BA7968799","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","2003 Jan 07","2031 Jan 07","RSA 2048 bits","SHA1WithRSA"
"Included","Cybertrust Japan / JCSI","SecureSign RootCA11","CN=SecureSign RootCA11; O=Japan Certification Services, Inc.; C=JP","3BC49F48F8F373A09C1EBDF85BB1C365C7D811B3","BF0FEEFB9E3A581AD5F9E9DB7589985743D261085C4D314F6F5D7259AA421612","Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2009 Apr 08","2029 Apr 08","RSA 2048 bits","SHA1WithRSA"
"Included","Cybertrust Japan / JCSI","Cybertrust iTrust Root Certification Authority","CN=Cybertrust iTrust Root Certification Authority; O=Cybertrust Japan Co., Ltd.; C=JP; OrganizationIdentifier=JCN3010401064771","D884EF31B85CDBCB0F95A6F4CD038F8848135D25","E90DBEB2D360CC6F98994EEFC68C4147F2DFD9C68A3BF063C6A971F3E11BAF4E","Document Signing;Secure Email","2018 Feb 19","2043 Feb 19","RSA 3072 bits","SHA256WithRSA"
"Included","Cybertrust Japan / JCSI","SecureSign Root CA12","CN=SecureSign Root CA12; O=Cybertrust Japan Co., Ltd.; C=JP","7A221E3DDE1B06AC9EC84770168E3CE5F76B06F4","3F034BB5704D44B2D08545A02057DE93EBF3905FCE721ACBC730C06DDAEE904E","Server Authentication;Client Authentication;Secure Email","2020 Apr 08","2040 Apr 08","RSA 2048 bits","SHA256WithRSA"
"Included","Cybertrust Japan / JCSI","SecureSign Root CA14","CN=SecureSign Root CA14; O=Cybertrust Japan Co., Ltd.; C=JP","DD50C0F779B3642E74A2B89D9FD340DDBBF0F24F","4B009C1034494F9AB56BBA3BA1D62731FC4D20D8955ADCEC10A925607261E338","Server Authentication;Client Authentication;Secure Email","2020 Apr 08","2045 Apr 08","RSA 4096 bits","SHA384WithRSA"
"Included","Cybertrust Japan / JCSI","SecureSign Root CA15","CN=SecureSign Root CA15; O=Cybertrust Japan Co., Ltd.; C=JP","CBBA83C8C15A5DF1F9736FCAD7EF2813064A077D","E778F0F095FE843729CD1A0082179E5314A9C291442805E1FB1D8FB6B8886C3A","Server Authentication;Client Authentication;Secure Email","2020 Apr 08","2045 Apr 08","EC secp384r1","ecdsaWithSHA384"
"Included","Cybertrust Japan / JCSI","SecureSign Root CA16","CN=SecureSign Root CA16; O=Cybertrust Japan Co., Ltd.; C=JP","D17917EC45E2A0CAD774513010A4C65CAAB33C49","4C1CCD24F17E950FC18536B33CAFE32293CFC33E8467B41E1C693055D7F513BF","Secure Email","2024 Jul 30","2044 Jul 29","RSA 4096 bits","SHA384WithRSA"
"Included","D-Trust","D-TRUST BR Root CA 1 2020","CN=D-TRUST BR Root CA 1 2020; O=D-Trust GmbH; C=DE","1F5B98F0E3B5F7743CEDE6B0367D32CDF4094167","E59AAA816009C22BFF5B25BAD37DF306F049797C1F81D85AB089E657BD8F0044","Server Authentication;Client Authentication","2020 Feb 11","2035 Feb 11","EC secp384r1","ecdsaWithSHA384"
"Included","D-Trust","D-TRUST BR Root CA 2 2023","CN=D-TRUST BR Root CA 2 2023; O=D-Trust GmbH; C=DE","2DB070EE7194AF696817DB79CE589FA06B96F787","0552E6F83FDF65E8FA9670E666DF28A4E21340B510CBE52566F97C4FB94B2BD1","Server Authentication;Client Authentication","2023 May 09","2038 May 09","RSA 4096 bits","SHA512WithRSA"
"Included","D-Trust","D-TRUST EV Root CA 1 2020","CN=D-TRUST EV Root CA 1 2020; O=D-Trust GmbH; C=DE","61DB8C2159690390D87C9C128654CF9D3DF4DD07","08170D1AA36453901A2F959245E347DB0C8D37ABAABC56B81AA100DC958970DB","Server Authentication;Client Authentication","2020 Feb 11","2035 Feb 11","EC secp384r1","ecdsaWithSHA384"
"Included","D-Trust","D-TRUST EV Root CA 2 2023","CN=D-TRUST EV Root CA 2 2023; O=D-Trust GmbH; C=DE","A55BD8476C8F19F74CF46D6BB6C2798222DF548B","8E8221B2E7D4007836A1672F0DCC299C33BC07D316F132FA1A206D587150F1CE","Server Authentication;Client Authentication","2023 May 09","2038 May 09","RSA 4096 bits","SHA512WithRSA"
"Disabled","D-Trust","D-TRUST Root Class 2 CA 2007","CN=D-TRUST Root Class 2 CA 2007; O=D-Trust GmbH; C=DE","4A058FDFD761DB21B0C2EE48579BE27F42A4DA1C","8DA75F1327217C88060FD2529EFF2816E50B0C74541EA4EA3DFCEE66A71EFE09","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2007 May 16","2022 May 16","RSA 2048 bits","SHA1WithRSA"
"Disabled","D-Trust","D-TRUST Root Class 3 CA 2007","CN=D-TRUST Root Class 3 CA 2007; O=D-Trust GmbH; C=DE","FD1ED1E2021B0B9F73E8EB75CE23436BBCC746EB","90F3E05396995FF20922C44592DB62D7845E1BF64AEF512CCA75BC669CAA2479","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2007 May 16","2022 May 16","RSA 2048 bits","SHA1WithRSA"
"Included","D-Trust","D-TRUST Root CA 3 2013","CN=D-TRUST Root CA 3 2013; O=D-Trust GmbH; C=DE","6C7CCCE7D4AE515F9908CD3FF6E8C378DF6FEF97","A1A86D04121EB87F027C66F53303C28E5739F943FC84B38AD6AF009035DD9457","Client Authentication;Secure Email","2013 Sep 20","2028 Sep 20","RSA 2048 bits","SHA256WithRSA"
"Included","D-Trust","D-TRUST Root Class 3 CA 2 2009","CN=D-TRUST Root Class 3 CA 2 2009; O=D-Trust GmbH; C=DE","58E8ABB0361533FB80F79B1B6D29D3FF8D5F00F0","49E7A442ACF0EA6287050054B52564B650E4F49E42E348D6AA38E039E957B1C1","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2009 Nov 05","2029 Nov 05","RSA 2048 bits","SHA256WithRSA"
"Included","D-Trust","D-TRUST Root Class 3 CA 2 EV 2009","CN=D-TRUST Root Class 3 CA 2 EV 2009; O=D-Trust GmbH; C=DE","96C91B0B95B4109842FAD0D82279FE60FAB91683","EEC5496B988CE98625B934092EEC2908BED0B0F316C2D4730C84EAF1F3D34881","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2009 Nov 05","2029 Nov 05","RSA 2048 bits","SHA256WithRSA"
"Included","D-Trust","D-Trust SBR Root CA 1 2022","CN=D-Trust SBR Root CA 1 2022; O=D-Trust GmbH; C=DE","0F523A6B4E7D1D1805A548F94DCDE4C31E1BE9E6","D92C171F5CF890BA428019292927FE22F3207FD2B54449CB6F675AF4922146E2","Secure Email","2022 Jul 06","2037 Jul 06","EC secp384r1","ecdsaWithSHA384"
"Included","D-Trust","D-Trust SBR Root CA 2 2022","CN=D-Trust SBR Root CA 2 2022; O=D-Trust GmbH; C=DE","27FF63B9EF34293103381AD86060DACC602835E1","DBA84DD7EF622D485463A90137EA4D574DF8550928F6AFA03B4D8B1141E636CC","Secure Email","2022 Jul 07","2037 Jul 07","RSA 4096 bits","SHA512WithRSA"
"Disabled","DATEV eG","CA DATEV BT 01","CN=CA DATEV BT 01; O=DATEV eG; C=DE","DA8B6567EF3F6E1EA26AB146E36CCB5728041846","1E910B40C08184C0CA20468E824502FF2485163F77B03BB73296823F03885621","Client Authentication;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2009 Jan 09","2017 Jan 09","RSA 2048 bits","SHA1WithRSA"
"Disabled","DATEV eG","CA DATEV BT 02","CN=CA DATEV BT 02; O=DATEV eG; C=DE","39410BC2303748066069A72A664DE4C743481296","81C2568503EB3BE5EEC366653960E6D1BE9448915E4605B793FBEB34CCB2470F","Client Authentication;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2011 Aug 02","2019 Aug 02","RSA 2048 bits","SHA1WithRSA"
"Disabled","DATEV eG","CA DATEV BT 03","CN=CA DATEV BT 03; O=DATEV eG; C=DE","3DB66DFEBEB6712889E7C098B32805896B6218CC","0C0B6B2BD1EDD7B27FEAD157F8E846B335B784A39F06C47216C8746F64C5CEDA","Client Authentication;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2014 May 02","2022 Aug 02","RSA 2048 bits","SHA1WithRSA"
"Disabled","DATEV eG","CA DATEV INT 01","CN=CA DATEV INT 01; O=DATEV eG; C=DE","52412BD67B5A6C695282386026F0B053DD400EFC","EFB5157E9C66CAA1DCC63C9FAC0127CDE83B7A426C4579B7B43A41BA46A56DEB","Client Authentication;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2009 Jan 09","2017 Jan 09","RSA 2048 bits","SHA1WithRSA"
"Disabled","DATEV eG","CA DATEV INT 02","CN=CA DATEV INT 02; O=DATEV eG; C=DE","93F7F48B1261943F6A78210C52E626DFBFBBE260","997E15C5A4481A8598499753971EE2601D1047C3635AFF21AF4221A817FD2D96","Client Authentication;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2011 Aug 02","2019 Aug 02","RSA 2048 bits","SHA1WithRSA"
"Disabled","DATEV eG","CA DATEV INT 03","CN=CA DATEV INT 03; O=DATEV eG; C=DE","924AEA47F73CB690565E552CFCC6E8D63EEE4242","8BA1BD9C88EFB3947E60EBE21137F81DF7F09994CEF27F097055018B8194C634","Client Authentication;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2014 May 02","2022 Aug 02","RSA 2048 bits","SHA1WithRSA"
"Disabled","DATEV eG","CA DATEV STD 01","CN=CA DATEV STD 01; O=DATEV eG; C=DE","150332A58DC591FC42D4C873FF9F1F0F81D597C9","1BA622B36325544AE922AFC22EF9D367943794F6E16874F368A733C65C9D5279","Client Authentication;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2009 Jan 09","2017 Jan 09","RSA 2048 bits","SHA1WithRSA"
"Disabled","DATEV eG","CA DATEV STD 02","CN=CA DATEV STD 02; O=DATEV eG; C=DE","AB9D58C03F54B1DAE3F7C2D4C6C1EC3694559C37","05D38C2A70BFC500CCB0CB509159B46B065C6AC9CB42D2E6F16167841434572A","Client Authentication;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2011 Aug 02","2019 Aug 02","RSA 2048 bits","SHA1WithRSA"
"Disabled","DATEV eG","CA DATEV STD 03","CN=CA DATEV STD 03; O=DATEV eG; C=DE","27EED22AFD58A2C64A855E3680AF898BF36CE503","54AE8A683FE2D78FF1EF0E0B3F58425092953BA08C67FE4A95595D1CEBCDCB30","Client Authentication;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2014 May 02","2022 Aug 02","RSA 2048 bits","SHA1WithRSA"
"Disabled","Department of Defence Australia","ADOCA02","CN=ADOCA02; OU=DoD, PKI, CAs; O=GOV; C=AU","84429D9FE2E73A0DC8AA0AE0A902F2749933FE02","6CCFD302FC44BF4599329B9750878EA44E7E8566564BCBD586169762DD10C74E","Server Authentication;Client Authentication;Code Signing;Secure Email","2011 Sep 01","2019 Jan 27","RSA 2048 bits","SHA1WithRSA"
"Included","Department of Defence Australia","Australian Defence Public Root CA","CN=Australian Defence Public Root CA; OU=DoD, PKI, CAs; O=GOV; C=AU","A9CAFE9DFD67F4145AD397D0E2F3050D198DE6EE","209E956AF04DF3996507C887D356230D6EB49FDBDD2D8A058FF50B8F80F690AA","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping;IP Security End System","2016 Nov 28","2036 Nov 28","RSA 2048 bits","SHA256WithRSA"
"Disabled","Deutsche Telekom Security GmbH","Deutsche Telekom Root CA 2","CN=Deutsche Telekom Root CA 2; OU=T-TeleSec Trust Center; O=Deutsche Telekom AG; C=DE","85A408C09C193E5D51587DCDD61330FD8CDE37BF","B6191A50D0C3977F7DA99BCDAAC86A227DAEB9679EC70BA3B0C9D92271C170D3","Server Authentication;Client Authentication;Secure Email","1999 Jul 09","2019 Jul 09","RSA 2048 bits","SHA1WithRSA"
"Included","Deutsche Telekom Security GmbH","T-TeleSec GlobalRoot Class 3","CN=T-TeleSec GlobalRoot Class 3; OU=T-Systems Trust Center; O=T-Systems Enterprise Services GmbH; C=DE","55A6723ECBF2ECCDC3237470199D2ABE11E381D1","FD73DAD31C644FF1B43BEF0CCDDA96710B9CD9875ECA7E31707AF3E96D522BBD","Server Authentication;Client Authentication;OCSP Signing;Secure Email","2008 Oct 01","2033 Oct 01","RSA 2048 bits","SHA256WithRSA"
"Included","Deutsche Telekom Security GmbH","T-TeleSec GlobalRoot Class 2","CN=T-TeleSec GlobalRoot Class 2; OU=T-Systems Trust Center; O=T-Systems Enterprise Services GmbH; C=DE","590D2D7D884F402E617EA562321765CF17D894E9","91E2F5788D5810EBA7BA58737DE1548A8ECACD014598BC0B143E041B17052552","Server Authentication;Client Authentication;Secure Email","2008 Oct 01","2033 Oct 01","RSA 2048 bits","SHA256WithRSA"
"Included","Deutsche Telekom Security GmbH","Telekom Security SMIME ECC Root 2021","CN=Telekom Security SMIME ECC Root 2021; O=Deutsche Telekom Security GmbH; C=DE","B7F91D98EC2593F35014849AA87E22103CC43927","3AE6DF7E0D637A65A8C81612EC6F9A142F85A16834C10280D88E707028518755","Client Authentication;Secure Email","2021 Mar 18","2046 Mar 17","EC secp384r1","ecdsaWithSHA384"
"Included","Deutsche Telekom Security GmbH","Telekom Security SMIME RSA Root 2023","CN=Telekom Security SMIME RSA Root 2023; O=Deutsche Telekom Security GmbH; C=DE","893F6F1CE24D7FFBC3D3147A0580A7DEE10A5E4D","78A656344F947E9CC0F734D9053D32F6742086B6B9CD2CAE4FAE1A2E4EFDE048","Client Authentication;Secure Email","2023 Mar 28","2048 Mar 27","RSA 4096 bits","SHA384WithRSA"
"Included","Deutsche Telekom Security GmbH","Telekom Security TLS ECC Root 2020","CN=Telekom Security TLS ECC Root 2020; O=Deutsche Telekom Security GmbH; C=DE","C0F896C5A93B01062107DA184248BCE99D88D5EC","578AF4DED0853F4E5998DB4AEAF9CBEA8D945F60B620A38D1A3C13B2BC7BA8E1","Server Authentication;Client Authentication","2020 Aug 25","2045 Aug 25","EC secp384r1","ecdsaWithSHA384"
"Included","Deutsche Telekom Security GmbH","Telekom Security TLS RSA Root 2023","CN=Telekom Security TLS RSA Root 2023; O=Deutsche Telekom Security GmbH; C=DE","54D3ACB3BD5756F6859DCEE5C321E2D4AD83D093","EFC65CADBB59ADB6EFE84DA22311B35624B71B3B1EA0DA8B6655174EC8978646","Server Authentication;Client Authentication","2023 Mar 28","2048 Mar 27","RSA 4096 bits","SHA384WithRSA"
"Disabled","Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)","S-TRUST Authentication and Encryption Root CA 2005:PN","CN=S-TRUST Authentication and Encryption Root CA 2005:PN; O=Deutscher Sparkassen Verlag GmbH; L=Stuttgart; ST=Baden-Wuerttemberg (BW); C=DE","BEB5A995746B9EDF738B56E6DF437A77BE106B81","37D8DC8AF7867845DA3344A6B1BADE448D8A80E47B5579F96BF631768F9F30F6","Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2005 Jun 22","2030 Jun 21","RSA 2048 bits","SHA1WithRSA"
"Disabled","Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)","S-TRUST Universal Root CA","CN=S-TRUST Universal Root CA; OU=S-TRUST Certification Services; O=Deutscher Sparkassen Verlag GmbH; C=DE","1B3D1114EA7A0F9558544195BF6B2582AB40CE9A","D80FEF910AE3F104723B045CEC2D019F441CE6213ADF156791E70C1790110A31","Server Authentication;Client Authentication;Document Signing;Secure Email;Time Stamping","2013 Oct 22","2038 Oct 21","RSA 2048 bits","SHA256WithRSA"
